"GDF","ET","GDF_prev","DF_prev"
" 2.3282881589"," 1.654023955"," 1.9611239416"," 1.6004148973"
" 2.6803721895"," 2.092618253"," 2.3282881597"," 0.6706991734"
" 2.4297599267"," 2.366739689"," 2.6803721907"," 0.8739918133"
" 1.6459096901"," 2.366739689"," 2.4297599276"," 1.9316705072"
" 1.0352260094"," 2.257091114"," 1.6459096903"," 2.3095720311"
" 0.0207000286"," 1.982969678"," 1.0352260090"," 1.5313510964"
"-0.4227341526"," 1.544375380"," 0.0207000273"," 0.5295221818"
"-0.5128254911"," 0.831659646","-0.4227341544","-0.1583866938"
"-0.6213581092"," 0.118943912","-0.5128254930","-0.3061637340"
"-0.6935564222","-0.484123248","-0.6213581112","-0.4894195172"
"-0.7003303656","-0.703420397","-0.6935564243","-0.6152381675"
"-0.7003041670","-0.758244684","-0.7003303677","-0.6259277401"
"-0.7003501743","-0.758244684","-0.7003041690","-0.6261449569"
"-0.7003297266","-0.758244684","-0.7003501764","-0.6258678663"
"-0.7003693440","-0.758244684","-0.7003297287","-0.6258414104"
"-0.7003655101","-0.758244684","-0.7003693461","-0.6257522958"
"-0.7003738170","-0.758244684","-0.7003655122","-0.6257244475"
"-0.7004070445","-0.758244684","-0.7003738191","-0.6255879908"
"-0.7003111959","-0.758244684","-0.7004070466","-0.6256952068"
"-0.6789510053","-0.758244684","-0.7003111979","-0.6259374870"
"-0.5776319564","-0.648596110","-0.6789510074","-0.5889786066"
"-0.1892724078","-0.210001812","-0.5776319583","-0.4145214960"
"-0.2446729258"," 0.338241061","-0.1892724093"," 0.2624429951"
"-0.0607713215"," 0.776835359","-0.2446729275"," 0.1832145621"
" 0.4370026529"," 0.831659646","-0.0607713229"," 0.4820268945"
" 2.8741142550"," 1.379902518"," 0.4370026519"," 1.3572991786"
" 2.3114826961"," 1.270253944"," 2.8741142564"," 1.8578724941"
" 1.8665532759"," 1.325078231"," 2.3114826969"," 2.0107596987"
" 1.9723062833"," 1.434726806"," 1.8665532763"," 2.0551777481"
" 0.9972060460"," 1.105781082"," 1.9723062838"," 1.6140605677"
" 0.3596208450"," 0.776835359"," 0.9972060456"," 1.1551204709"
" 0.0739279774"," 0.118943912"," 0.3596208440"," 0.9562835601"
"-0.3940306778","-0.319650386"," 0.0739279760"," 0.7489529156"
"-0.6814328463","-0.484123248","-0.3940306795","-0.0296718196"
"-0.7003303656","-0.648596110","-0.6814328484","-0.5937044643"
"-0.7003508133","-0.758244684","-0.7003303677","-0.6260182471"
"-0.7003482573","-0.758244684","-0.7003508154","-0.6258971070"
"-0.7003629541","-0.758244684","-0.7003482594","-0.6257843213"
"-0.7002881922","-0.758244684","-0.7003629562","-0.6257620427"
"-0.7003156688","-0.758244684","-0.7002881943","-0.6258706511"
"-0.7003322826","-0.758244684","-0.7003156709","-0.6258650814"
"-0.7003207807","-0.758244684","-0.7003322846","-0.6257871062"
"-0.7002070403","-0.758244684","-0.7003207828","-0.6257509034"
"-0.6810526467","-0.758244684","-0.7002070424","-0.6256311556"
"-0.6277607989","-0.648596110","-0.6810526487","-0.5916854620"
" 0.4297309355","-0.429298961","-0.6277608009","-0.5003639018"
" 0.2812805507","-0.100353237"," 0.4297309345"," 1.6005959113"
" 0.1940582818"," 0.064119624"," 0.2812805496"," 1.3045266371"
" 0.4976428970"," 0.393065348"," 0.1940582806"," 0.9274605625"
" 0.3436460705"," 0.941308220"," 0.4976428961"," 1.4228819412"
" 0.5865904415"," 1.050956795"," 0.3436460695"," 1.1077783493"
" 0.1656231832"," 1.270253944"," 0.5865904407"," 1.5589209201"
"-0.2256309946"," 1.379902518"," 0.1656231819"," 0.8674474612"
" 0.2882455524"," 0.941308220","-0.2256309962"," 0.2021514108"
" 0.5573885537"," 0.776835359"," 0.2882455513"," 1.0455373835"
" 0.1554312770"," 0.502713922"," 0.5573885529"," 0.4124061274"
"-0.5624878701"," 0.009295337"," 0.1554312758"," 0.8273598235"
"-0.6807063136","-0.429298961","-0.5624878721","-0.3742528443"
"-0.7003009720","-0.648596110","-0.6807063156","-0.5919625527"
"-0.7003226977","-0.758244684","-0.7003009741","-0.6260001457"
"-0.7003457014","-0.758244684","-0.7003226998","-0.6257717896"
"-0.7003514523","-0.758244684","-0.7003457034","-0.6256854598"
"-0.7002990550","-0.758244684","-0.7003514544","-0.6257425489"
"-0.7003412284","-0.758244684","-0.7002990571","-0.6258692587"
"-0.7003444234","-0.758244684","-0.7003412305","-0.6256325481"
"-0.7003303656","-0.758244684","-0.7003444255","-0.6257550806"
"-0.6998415375","-0.758244684","-0.7003303677","-0.6258135621"
"-0.5646744973","-0.758244684","-0.6998415396","-0.6249892522"
"-0.0697171952","-0.703420397","-0.5646744992","-0.3670888673"
" 0.0952063770","-0.264826099","-0.0697171967"," 0.6119392459"
" 1.4841171737"," 0.393065348"," 0.0952063757"," 0.7847379899"
" 2.1025965443"," 0.886483933"," 1.4841171737"," 3.8921913090"
" 2.4905918681"," 1.599199667"," 2.1025965450"," 2.7726893739"
" 2.7116827476"," 2.037793965"," 2.4905918691","-0.0403794935"
" 2.7461882605"," 2.257091114"," 2.7116827488","-0.1022445072"
" 2.5889964792"," 2.202266827"," 2.7461882618","-0.1459245765"
" 2.2541652051"," 2.257091114"," 2.5889964803","-0.1773653149"
" 1.7512154038"," 1.982969678"," 2.2541652059","-0.2242479395"
" 1.1051955218"," 1.434726806"," 1.7512154041","-0.2600887104"
" 0.3778959871"," 0.831659646"," 1.1051955215","-0.1939768299"
"-0.2872361151"," 0.118943912"," 0.3778959861"," 1.5632374077"
"-0.6672945319","-0.484123248","-0.2872361168"," 0.3458208258"
"-0.7003271706","-0.703420397","-0.6672945339","-0.5601124441"
"-0.7003297266","-0.758244684","-0.7003271727","-0.6262619198"
"-0.7003603982","-0.758244684","-0.7003297287","-0.6259681202"
"-0.7003182248","-0.758244684","-0.7003604002","-0.6258706511"
"-0.7003226977","-0.758244684","-0.7003182268","-0.6257801441"
"-0.7002996940","-0.758244684","-0.7003226998","-0.6257369792"
"-0.7003559252","-0.758244684","-0.7002996961","-0.6259124235"
"-0.7003514523","-0.758244684","-0.7003559273","-0.6256144467"
"-0.7000127871","-0.758244684","-0.7003514544","-0.6256896371"
"-0.6336177902","-0.758244684","-0.7000127891","-0.6251340634"
"-0.3531480348","-0.703420397","-0.6336177922","-0.5062900215"
" 0.2635805006","-0.319650386","-0.3531480365","-0.0018652852"
" 1.4367040429"," 0.338241061"," 0.2635804994"," 1.1549812294"
" 2.0466209344"," 1.160605369"," 1.4367040429"," 3.8669885913"
" 2.5097615975"," 1.763672529"," 2.0466209350"," 2.9850327136"
" 2.7378813778"," 1.928145391"," 2.5097615986","-0.1304548420"
" 2.7704699178"," 2.147442540"," 2.7378813791","-0.1936426502"
" 2.6183900643"," 2.366739689"," 2.7704699191","-0.1603221511"
" 2.2637500698"," 1.708848242"," 2.6183900655","-0.1408144122"
" 1.7206716349"," 1.489551093"," 2.2637500706","-0.0772506518"
" 1.1226399756"," 1.160605369"," 1.7206716352"," 0.0390856500"
" 0.3715699764"," 0.722011071"," 1.1226399753"," 0.4246036858"
"-0.2840411602"," 0.283416773"," 0.3715699754"," 1.8305811534"
"-0.6680280935","-0.429298961","-0.2840411619"," 0.3348068204"
"-0.7003412284","-0.703420397","-0.6680280956","-0.5620033442"
"-0.7003188638","-0.758244684","-0.7003412305","-0.6259444491"
"-0.7003488963","-0.758244684","-0.7003188658","-0.6259430567"
"-0.7003214197","-0.758244684","-0.7003488984","-0.6257467261"
"-0.7003169468","-0.758244684","-0.7003214218","-0.6258358407"
"-0.7003367555","-0.758244684","-0.7003169489","-0.6257314096"
"-0.7003182248","-0.758244684","-0.7003367576","-0.6257063461"
"-0.7003482573","-0.758244684","-0.7003182268","-0.6258093848"
"-0.6998901008","-0.758244684","-0.7003482594","-0.6257314096"
"-0.6464378662","-0.758244684","-0.6998901029","-0.6250922909"
"-0.4143761506","-0.703420397","-0.6464378683","-0.5320636295"
" 0.1305425783","-0.264826099","-0.4143761524","-0.1313320637"
" 1.5137024561"," 0.447889635"," 0.1305425770"," 0.8738525718"
" 1.9779933030"," 1.160605369"," 1.5137024562"," 3.9705842927"
" 2.4659268162"," 1.708848242"," 1.9779933035"," 3.9363308753"
" 2.5193464622"," 2.147442540"," 2.4659268172"," 1.6957953483"
" 1.9612517393"," 2.311915402"," 2.5193464633"," 2.3035846451"
" 2.5512960113"," 2.421563976"," 1.9612517398"," 1.8527205573"
" 2.2202986830"," 2.311915402"," 2.5512960124"," 0.8717639488"
" 1.6660379060"," 1.928145391"," 2.2202986838"," 0.5146094135"
" 1.0538845461"," 1.379902518"," 1.6660379062"," 0.3405574958"
" 0.4509965553"," 0.776835359"," 1.0538845457"," 0.8003330417"
"-0.3182016180"," 0.173768199"," 0.4509965544"," 1.8167962415"
"-0.6740921179","-0.429298961","-0.3182016197"," 0.1478611366"
"-0.7002933041","-0.648596110","-0.6740921200","-0.5786844800"
"-0.7002977771","-0.758244684","-0.7002933062","-0.6262104004"
"-0.7003488963","-0.758244684","-0.7002977791","-0.6257829289"
"-0.7003214197","-0.758244684","-0.7003488984","-0.6257940682"
"-0.7003163078","-0.758244684","-0.7003214218","-0.6257258399"
"-0.7003246147","-0.758244684","-0.7003163099","-0.6258024227"
"-0.7002977771","-0.758244684","-0.7003246167","-0.6258344483"
"-0.7003252537","-0.758244684","-0.7002977791","-0.6258483724"
"-0.7002715784","-0.758244684","-0.7003252557","-0.6259012842"
"-0.6608209142","-0.758244684","-0.7002715805","-0.6258929297"
"-0.4488177645","-0.648596110","-0.6608209163","-0.5584359761"
"-0.2599448103","-0.429298961","-0.4488177663","-0.1849539785"
"-0.0101632358","-0.045528950","-0.2599448119"," 0.1401889280"
" 0.3962350283"," 0.447889635","-0.0101632372"," 0.5781035531"
" 1.3993230705"," 0.612362497"," 0.3962350273"," 1.1588799923"
" 2.3558925692"," 1.270253944"," 1.3993230704"," 1.8896195639"
" 1.7576053136"," 1.270253944"," 2.3558925702"," 2.2868756610"
" 2.3700142699"," 1.270253944"," 1.7576053139"," 2.0461270483"
" 1.6163883068"," 0.996132508"," 2.3700142708"," 2.0801019827"
" 0.8253174721"," 1.215429657"," 1.6163883069"," 1.0818794239"
" 1.1017449705"," 0.941308220"," 0.8253174715"," 0.9214731765"
" 0.3044120243"," 0.831659646"," 1.1017449702"," 0.8625740075"
"-0.3323999976"," 0.228592486"," 0.3044120232"," 1.5881616423"
"-0.6712466911","-0.484123248","-0.3323999994"," 0.1855259716"
"-0.7002140692","-0.648596110","-0.6712466931","-0.5701072015"
"-0.7002415458","-0.648596110","-0.7002140713","-0.6261853370"
"-0.7002166252","-0.758244684","-0.7002415479","-0.6261741976"
"-0.7002587986","-0.758244684","-0.7002166273","-0.6262117928"
"-0.7002466578","-0.758244684","-0.7002588007","-0.6259778671"
"-0.7002696615","-0.758244684","-0.7002466598","-0.6259945761"
"-0.7002907482","-0.758244684","-0.7002696635","-0.6258247014"
"-0.7002741344","-0.758244684","-0.7002907502","-0.6262006535"
"-0.6996945696","-0.758244684","-0.7002741365","-0.6260934375"
"-0.5587612747","-0.758244684","-0.6996945716","-0.6248889983"
" 0.0446621904","-0.593771823","-0.5587612767","-0.3621332611"
" 0.7848693430","-0.155177525"," 0.0446621891"," 0.9085237138"
" 1.4837337791"," 0.447889635"," 0.7848693424"," 2.5171811586"
" 2.0601675432"," 1.215429657"," 1.4837337791"," 4.0712559220"
" 2.4471404814"," 1.928145391"," 2.0601675438"," 4.2794220156"
" 2.6497006224"," 2.476388263"," 2.4471404823"," 0.1697081333"
" 2.6861231083"," 2.421563976"," 2.6497006236"," 0.0881125942"
" 2.5180684803"," 2.750509700"," 2.6861231095"," 0.0609604951"
" 2.1495623814"," 2.476388263"," 2.5180684813"," 0.0977202601"
" 1.6737057978"," 2.202266827"," 2.1495623821"," 0.1376825804"
" 1.0320949536"," 1.654023955"," 1.6737057980"," 0.0734922331"
" 0.2889484425"," 1.160605369"," 1.0320949532"," 0.6074835169"
"-0.3211537564"," 0.502713922"," 0.2889484414"," 1.6026427619"
"-0.6641411114","-0.155177525","-0.3211537581"," 0.2167439235"
"-0.7002115133","-0.484123248","-0.6641411134","-0.5542573376"
"-0.7001936215","-0.648596110","-0.7002115153","-0.6261505266"
"-0.7001885096","-0.703420397","-0.7001936236","-0.6262076156"
"-0.7001859536","-0.703420397","-0.7001885117","-0.6260781210"
"-0.7002677445","-0.703420397","-0.7001859557","-0.6261185010"
"-0.7002658275","-0.758244684","-0.7002677465","-0.6259541960"
"-0.7003022500","-0.758244684","-0.7002658296","-0.6258776132"
"-0.7002952211","-0.703420397","-0.7003022521","-0.6257258399"
"-0.7001207766","-0.703420397","-0.7002952232","-0.6258135621"
"-0.6704850138","-0.703420397","-0.7001207786","-0.6254988762"
"-0.3267513174","-0.593771823","-0.6704850159","-0.5761516765"
" 0.1548881347","-0.100353237","-0.3267513191"," 0.0453932915"
" 1.5265461748"," 0.667186784"," 0.1548881334"," 0.9748026841"
" 2.1318623313"," 1.379902518"," 1.5265461749"," 3.8034944517"
" 2.5155125163"," 1.982969678"," 2.1318623319"," 4.3263464126"
" 2.6784552165"," 2.640861125"," 2.5155125174"," 0.6449394896"
" 2.7155166934"," 2.805333987"," 2.6784552178"," 0.1677587518"
" 2.5711047317"," 2.914982561"," 2.7155166947"," 0.1099735151"
" 2.0165244592"," 2.969806849"," 2.5711047328"," 0.1163786257"
" 0.8890248729"," 2.257091114"," 2.0165244597"," 0.5955087449"
" 0.5154068462"," 1.982969678"," 0.8890248724"," 1.2116525338"
"-0.1582813452"," 1.325078231"," 0.5154068454"," 1.2835011655"
"-0.4327343615"," 0.393065348","-0.1582813467"," 0.3280257577"
"-0.6472436339","-0.319650386","-0.4327343633","-0.1303156005"
"-0.7002562426","-0.648596110","-0.6472436359","-0.5222164682"
"-0.7002536867","-0.758244684","-0.7002562447","-0.6260001457"
"-0.7002715784","-0.758244684","-0.7002536887","-0.6258302710"
"-0.7002881922","-0.758244684","-0.7002715805","-0.6259583733"
"-0.7002862752","-0.758244684","-0.7002881943","-0.6258400180"
"-0.7003092789","-0.758244684","-0.7002862773","-0.6259277401"
"-0.7002492137","-0.758244684","-0.7003092810","-0.6257063461"
"-0.7002977771","-0.758244684","-0.7002492158","-0.6259179932"
"-0.7000377077","-0.758244684","-0.7002977791","-0.6258567269"
"-0.6266297848","-0.758244684","-0.7000377098","-0.6254153313"
"-0.3595187749","-0.648596110","-0.6266297868","-0.4924508054"
" 0.5152151489","-0.210001812","-0.3595187766","-0.0171818539"
" 1.3559355828"," 0.173768199"," 0.5152151481"," 1.7577578310"
" 2.0403588228"," 0.722011071"," 1.3559355828"," 3.4978592841"
" 2.4548083731"," 0.996132508"," 2.0403588234"," 4.5627785377"
" 2.6727042977"," 1.654023955"," 2.4548083741"," 0.3139623627"
" 2.7148777025"," 1.489551093"," 2.6727042989"," 0.0574794567"
" 2.5659928039"," 1.599199667"," 2.7148777037","-0.0436795179"
" 2.2273275838"," 1.708848242"," 2.5659928050","-0.0853266608"
" 1.7095531918"," 1.818496816"," 2.2273275846","-0.1165446127"
" 1.0855784987"," 1.270253944"," 1.7095531921","-0.1357042479"
" 0.2483725152"," 0.776835359"," 1.0855784984"," 0.8492764410"
"-0.4259802268"," 0.118943912"," 0.2483725141"," 1.4614518462"
"-0.6624631211","-0.429298961","-0.4259802286","-0.0383187188"
"-0.7001955385","-0.648596110","-0.6624631231","-0.5504309803"
"-0.7002626325","-0.758244684","-0.7001955406","-0.6262647046"
"-0.7002996940","-0.758244684","-0.7002626346","-0.6260210319"
"-0.7002460188","-0.758244684","-0.7002996961","-0.6258247014"
"-0.7003207807","-0.758244684","-0.7002460209","-0.6258609042"
"-0.7003099179","-0.758244684","-0.7003207828","-0.6257119157"
"-0.7002792463","-0.758244684","-0.7003099200","-0.6257467261"
"-0.7002875532","-0.758244684","-0.7002792484","-0.6258957146"
"-0.6995552695","-0.758244684","-0.7002875553","-0.6259277401"
"-0.5424069396","-0.758244684","-0.6995552716","-0.6244476026"
"-0.4525303021","-0.648596110","-0.5424069415","-0.3457570643"
" 0.0970594509","-0.374474674","-0.4525303039","-0.1746779533"
" 1.1636631966"," 0.064119624"," 0.0970594496"," 0.7727632180"
" 2.0951842489"," 0.393065348"," 1.1636631964"," 3.1278945277"
" 2.4899528771"," 0.776835359"," 2.0951842496"," 4.9665789869"
" 2.6982639369"," 0.776835359"," 2.4899528781"," 0.2955546319"
" 2.7206286213"," 1.050956795"," 2.6982639382","-0.0652898040"
" 2.5781336325"," 1.160605369"," 2.7206286225","-0.0691607187"
" 2.2362734576"," 0.996132508"," 2.5781336336","-0.1369852700"
" 1.7090419990"," 0.612362497"," 2.2362734584","-0.1315826984"
" 1.0232129790"," 0.502713922"," 1.7090419993","-0.0262882503"
" 0.3140607881"," 0.283416773"," 1.0232129786"," 1.0580691216"
"-0.3039137797"," 0.009295337"," 0.3140607870"," 1.5863515024"
"-0.6590988335","-0.429298961","-0.3039137814"," 0.2282035018"
"-0.7002722174","-0.648596110","-0.6590988356","-0.5457246164"
"-0.7003437844","-0.758244684","-0.7002722195","-0.6260224244"
"-0.7003156688","-0.758244684","-0.7003437865","-0.6259347022"
"-0.7002715784","-0.758244684","-0.7003156709","-0.6258330559"
"-0.7003073619","-0.758244684","-0.7002715805","-0.6259667277"
"-0.7002977771","-0.758244684","-0.7003073640","-0.6258400180"
"-0.7002933041","-0.758244684","-0.7002977791","-0.6258664738"
"-0.7002926651","-0.758244684","-0.7002933062","-0.6258247014"
"-0.6999118265","-0.758244684","-0.7002926672","-0.6257884986"
"-0.6288349427","-0.758244684","-0.6999118286","-0.6251438103"
"-0.2641877104","-0.648596110","-0.6288349447","-0.5010044129"
" 0.7177113909","-0.264826099","-0.2641877120"," 0.2049780139"
" 1.4499311562"," 0.338241061"," 0.7177113902"," 2.2810275166"
" 2.0320519400"," 0.941308220"," 1.4499311562"," 3.8781279140"
" 2.4407505715"," 1.489551093"," 2.0320519406"," 4.8422362969"
" 2.6682313608"," 1.928145391"," 2.4407505725"," 0.7549403016"
" 2.7334084409"," 2.037793965"," 2.6682313620"," 0.2724683855"
" 2.6228630012"," 1.928145391"," 2.7334084422"," 0.4987358786"
" 2.2631110788"," 1.873321104"," 2.6228630023"," 0.4923307681"
" 1.7402886580"," 1.763672529"," 2.2631110796"," 0.3873426513"
" 1.0749073493"," 1.215429657"," 1.7402886583"," 0.3752286378"
" 0.3186615231"," 0.667186784"," 1.0749073490"," 1.1396646606"
"-0.2889230513"," 0.118943912"," 0.3186615221"," 1.6029212449"
"-0.6597352686","-0.484123248","-0.2889230530"," 0.2858355728"
"-0.7003169468","-0.703420397","-0.6597352706","-0.5444241005"
"-0.7003207807","-0.758244684","-0.7003169489","-0.6261031845"
"-0.7002958601","-0.758244684","-0.7003207828","-0.6258650814"
"-0.7003207807","-0.758244684","-0.7002958622","-0.6258776132"
"-0.7003488963","-0.758244684","-0.7003207828","-0.6258441952"
"-0.7003559252","-0.758244684","-0.7003488984","-0.6256492570"
"-0.7003111959","-0.758244684","-0.7003559273","-0.6258247014"
"-0.7003048060","-0.758244684","-0.7003111979","-0.6257829289"
"-0.6995872191","-0.758244684","-0.7003048080","-0.6258595118"
"-0.5719180990","-0.758244684","-0.6995872212","-0.6246745663"
" 0.0050447496","-0.703420397","-0.5719181010","-0.3840136758"
" 0.6238436157","-0.319650386"," 0.0050447482"," 0.8404346036"
" 1.4558098732"," 0.447889635"," 0.6238436150"," 2.1195073369"
" 2.0898806238"," 1.050956795"," 1.4558098732"," 3.9307612139"
" 2.5040106787"," 1.818496816"," 2.0898806244"," 5.1418840785"
" 2.7257405491"," 2.366739689"," 2.5040106797"," 0.6854587760"
" 2.7513001884"," 2.695685412"," 2.7257405504"," 0.0514920707"
" 2.5877184972"," 2.914982561"," 2.7513001897"," 0.0098588520"
" 2.2094358364"," 2.750509700"," 2.5877184983","-0.0065716490"
" 1.6690411636"," 2.366739689"," 2.2094358371"," 0.0850492805"
" 1.0601466577"," 1.873321104"," 1.6690411638"," 0.2276326115"
" 0.3287575806"," 1.215429657"," 1.0601466573"," 1.2429818790"
"-0.3037412521"," 0.722011071"," 0.3287575796"," 1.5976300666"
"-0.6635091493"," 0.009295337","-0.3037412538"," 0.2016919137"
"-0.7002786073","-0.429298961","-0.6635091513","-0.5584721789"
"-0.7003233367","-0.538947535","-0.7002786094","-0.6262981226"
"-0.7003540083","-0.484123248","-0.7003233388","-0.6257843213"
"-0.7003118349","-0.484123248","-0.7003540103","-0.6258901449"
"-0.7003393115","-0.593771823","-0.7003118369","-0.6258247014"
"-0.7002849972","-0.593771823","-0.7003393135","-0.6258149545"
"-0.7003233367","-0.593771823","-0.7002849993","-0.6258859677"
"-0.7003201417","-0.593771823","-0.7003233388","-0.6257063461"
"-0.7000849931","-0.593771823","-0.7003201438","-0.6258288786"
"-0.6696057622","-0.648596110","-0.7000849951","-0.6254055844"
"-0.4558274956","-0.538947535","-0.6696057643","-0.5738458367"
"-0.1596232262","-0.045528950","-0.4558274974","-0.2110060696"
" 0.5506791484"," 0.886483933","-0.1596232278"," 0.3178611257"
" 1.6261009697"," 1.599199667"," 0.5506791475"," 1.5993009651"
" 1.4391961077"," 2.147442540"," 1.6261009699"," 3.5305810446"
" 1.0924796013"," 2.860158274"," 1.4391961077"," 2.5600675511"
" 1.2145268787"," 3.134279710"," 1.0924796010"," 2.3072049250"
" 0.5198797831"," 3.353576859"," 1.2145268785"," 2.3418760670"
" 0.0493268246"," 3.134279710"," 0.5198797822"," 1.4845659409"
"-0.0538063198"," 2.695685412"," 0.0493268232"," 0.6800283562"
"-0.1599427217"," 2.202266827","-0.0538063212"," 0.5017991924"
"-0.0476081072"," 1.599199667","-0.1599427233"," 0.3146585704"
"-0.4790484278"," 0.886483933","-0.0476081087"," 0.5080650614"
"-0.6615423351"," 0.173768199","-0.4790484297","-0.2365986635"
"-0.7003086399","-0.155177525","-0.6615423371","-0.5571438146"
"-0.7003016110","-0.319650386","-0.7003086420","-0.6260098926"
"-0.7003214197","-0.319650386","-0.7003016131","-0.6260112850"
"-0.7003348385","-0.319650386","-0.7003214218","-0.6259179932"
"-0.7003322826","-0.264826099","-0.7003348406","-0.6257982455"
"-0.7003303656","-0.319650386","-0.7003322846","-0.6257522958"
"-0.7003457014","-0.429298961","-0.7003303677","-0.6257773593"
"-0.7003278096","-0.538947535","-0.7003457034","-0.6256186239"
"-0.7000357908","-0.593771823","-0.7003278117","-0.6258511573"
"-0.6647404849","-0.593771823","-0.7000357928","-0.6256506495"
"-0.3916025120","-0.484123248","-0.6647404870","-0.5638357628"
" 0.5092086337"," 0.009295337","-0.3916025138","-0.0868304693"
" 0.7493414444"," 0.831659646"," 0.5092086328"," 1.6271492719"
" 1.2192554120"," 1.599199667"," 0.7493414438"," 1.9777594551"
" 1.9857889930"," 2.311915402"," 1.2192554118"," 2.7495752792"
" 2.4854799402"," 2.860158274"," 1.9857889935"," 2.7527778345"
" 1.0943965743"," 3.243928285"," 2.4854799413"," 2.3637369879"
" 1.0552264271"," 3.353576859"," 1.0943965739"," 1.9735822090"
" 0.1119479407"," 3.189103998"," 1.0552264268"," 2.0366586240"
" 0.3540616235"," 2.860158274"," 0.1119479395"," 0.7585605815"
"-0.0474803091"," 2.311915402"," 0.3540616225"," 1.0757527964"
" 0.0036389694"," 1.544375380","-0.0474803105"," 0.4603052152"
"-0.4960583677"," 0.776835359"," 0.0036389681"," 0.6360280314"
"-0.6812398710"," 0.009295337","-0.4960583696","-0.2739014706"
"-0.7003022500","-0.374474674","-0.6812398731","-0.5935471213"
"-0.7003111959","-0.593771823","-0.7003022521","-0.6259834367"
"-0.7003092789","-0.593771823","-0.7003111979","-0.6258344483"
"-0.7003271706","-0.593771823","-0.7003092810","-0.6257731820"
"-0.7003444234","-0.538947535","-0.7003271727","-0.6257884986"
"-0.7003744560","-0.538947535","-0.7003444255","-0.6259068539"
"-0.7003469794","-0.484123248","-0.7003744580","-0.6256603964"
"-0.7003559252","-0.484123248","-0.7003469814","-0.6258344483"
"-0.7001284444","-0.429298961","-0.7003559273","-0.6256506495"
"-0.6929065684","-0.429298961","-0.7001284465","-0.6253484953"
"-0.6156646996","-0.319650386","-0.6929065704","-0.6132692922"
"-0.4183442846"," 0.118943912","-0.6156647016","-0.4796586857"
" 0.8535608735"," 0.886483933","-0.4183442864","-0.1313459878"
" 1.9145414986"," 1.708848242"," 0.8535608729"," 2.3356101980"
" 1.2620678077"," 2.366739689"," 1.9145414990"," 4.2668902775"
" 0.6269746716"," 2.914982561"," 1.2620678076"," 2.3094327895"
" 1.2147185760"," 3.189103998"," 0.6269746708"," 1.6087693894"
" 0.1107338579"," 3.298752572"," 1.2147185758"," 2.2645970155"
" 0.8759894569"," 3.189103998"," 0.1107338566"," 0.7910038589"
" 0.1188490433"," 2.860158274"," 0.8759894564"," 1.8489610359"
" 0.0300292970"," 2.257091114"," 0.1188490421"," 0.7695606627"
"-0.3481575152"," 1.544375380"," 0.0300292956"," 0.6092936568"
"-0.3404001647"," 0.667186784","-0.3481575170","-0.0176135027"
"-0.6645487876","-0.155177525","-0.3404001664"," 0.0556971651"
"-0.7002933041","-0.429298961","-0.6645487897","-0.5619309386"
"-0.7003540083","-0.593771823","-0.7002933062","-0.6259834367"
"-0.7003635931","-0.648596110","-0.7003540103","-0.6257898910"
"-0.7003457014","-0.648596110","-0.7003635952","-0.6257662199"
"-0.7003834018","-0.703420397","-0.7003457034","-0.6255865984"
"-0.7004025716","-0.703420397","-0.7003834039","-0.6256060922"
"-0.7003814849","-0.703420397","-0.7004025736","-0.6254125464"
"-0.7003527303","-0.703420397","-0.7003814869","-0.6255253321"
"-0.7000479316","-0.758244684","-0.7003527323","-0.6254584961"
"-0.6744231153","-0.758244684","-0.7000479337","-0.6253248243"
"-0.4759429316","-0.593771823","-0.6744231173","-0.5811434855"
"-0.1163635368","-0.100353237","-0.4759429335","-0.2387290590"
" 0.7294049258"," 0.667186784","-0.1163635383"," 0.3984819740"
" 1.9829774326"," 1.489551093"," 0.7294049251"," 2.2125206817"
" 2.1831094079"," 2.147442540"," 1.9829774332"," 4.8671605315"
" 2.7340474319"," 2.640861125"," 2.1831094087"," 1.8976955729"
" 2.4642654397"," 2.695685412"," 2.7340474332"," 1.2502224388"
" 2.2200430867"," 2.750509700"," 2.4642654407"," 1.0476260065"
" 2.0809986492"," 2.586036838"," 2.2200430874"," 1.2336526962"
" 1.6625873547"," 2.202266827"," 2.0809986498"," 1.0247903949"
" 0.4807096360"," 1.708848242"," 1.6625873549"," 0.6641548213"
" 0.3134856962"," 1.105781082"," 0.4807096350"," 1.0447019343"
"-0.2927569972"," 0.393065348"," 0.3134856951"," 1.5313510964"
"-0.6575294717","-0.264826099","-0.2927569988"," 0.2298744002"
"-0.7003028890","-0.538947535","-0.6575294737","-0.5443684039"
"-0.7003246147","-0.648596110","-0.7003028911","-0.6258553345"
"-0.7003329216","-0.758244684","-0.7003246167","-0.6258859677"
"-0.7003514523","-0.758244684","-0.7003329236","-0.6257676124"
"-0.7003795679","-0.758244684","-0.7003514544","-0.6257620427"
"-0.7003322826","-0.703420397","-0.7003795700","-0.6257592579"
"-0.7003329216","-0.703420397","-0.7003322846","-0.6257021688"
"-0.7003367555","-0.758244684","-0.7003329236","-0.6259500188"
"-0.7002370729","-0.758244684","-0.7003367576","-0.6256548267"
"-0.6934701584","-0.758244684","-0.7002370750","-0.6257119157"
"-0.6685373693","-0.593771823","-0.6934701605","-0.6145781627"
"-0.2294649405","-0.264826099","-0.6685373714","-0.5708549285"
" 0.3818577312"," 0.064119624","-0.2294649421"," 0.2100603299"
